sample_idx,id,base_id,name_primary,base_name_primary,names,base_names,categories_list,base_categories_list,categories,base_categories,address_string,base_address_string,addresses,base_addresses,address_street,address_city,address_state,address_postcode,base_address_street,base_address_city,base_address_state,base_address_postcode,websites,base_websites,phones,base_phones,emails,base_emails,socials,base_socials,brand,base_brand,quality_score_names_base,quality_score_names,quality_diff_names,label_names,quality_score_addresses_base,quality_score_addresses,quality_diff_addresses,label_addresses,quality_score_categories_base,quality_score_categories,quality_diff_categories,label_categories,quality_score_websites_base,quality_score_websites,quality_diff_websites,label_websites,quality_score_phones_base,quality_score_phones,quality_diff_phones,label_phones,quality_score_emails_base,quality_score_emails,quality_diff_emails,label_emails,quality_score_socials_base,quality_score_socials,quality_diff_socials,label_socials,quality_score_brand_base,quality_score_brand,quality_diff_brand,label_brand,label_overall,quality_score_a,quality_score_b,quality_difference
808,08f196909b32dade031a76f33206caea,1407374889529428,PLUS,PLUS,{'primary': 'PLUS'},{'primary': 'PLUS'},"['grocery_store', 'supermarket', 'retail']","['korean_grocery_store', 'supermarket', 'beverage_store', 'food', 'retail']","{'primary': 'grocery_store', 'alternate': ['supermarket', 'retail']}","{'primary': 'korean_grocery_store', 'alternate': ['supermarket', 'beverage_store', 'food', 'retail']}","Nedereind 10, Nieuwegein, 3431","Nedereind 10, Nieuwegein, Utrecht, 3431 ER","[{'freeform': 'Nedereind 10', 'locality': 'Nieuwegein', 'postcode': '3431', 'country': 'NL'}]","[{'freeform': 'Nedereind 10', 'locality': 'Nieuwegein', 'region': 'Utrecht', 'country': 'NL', 'postcode': '3431 ER'}]",Nedereind 10,Nieuwegein,,3431,Nedereind 10,Nieuwegein,Utrecht,3431 ER,['https://www.plus.nl/supermarkten/nieuwegein_plus-van-loon_737'],['https://www.plus.nl/supermarkten/nieuwegein_plus-van-loon_737'],"[""+31306022941""]","[""0306022941""]",,,['https://www.facebook.com/122291737910052'],,{'names': {'primary': 'PLUS Supermarkt'}},{'names': {}},0.6,0.6,0.0,2.0,0.45000000000000007,0.35000000000000003,0.10000000000000003,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.28,0.27,0.010000000000000009
809,08f29a5684d1b6e0032b0f9615f725c3,562949961598118,RockItCoin Bitcoin ATM,RockItCoin Bitcoin ATM,{'primary': 'RockItCoin Bitcoin ATM'},{'primary': 'RockItCoin Bitcoin ATM'},"['atms', 'currency_exchange', 'financial_service']",['atms'],"{'primary': 'atms', 'alternate': ['currency_exchange', 'financial_service']}",{'primary': 'atms'},"11529 Carson St, Lakewood, CA, 90715","11529 Carson St, Lakewood, CA, 90715","[{'freeform': '11529 Carson St', 'locality': 'Lakewood', 'postcode': '90715', 'region': 'CA', 'country': 'US'}]","[{'freeform': '11529 Carson St', 'locality': 'Lakewood', 'region': 'CA', 'country': 'US', 'postcode': '90715'}]",11529 Carson St,Lakewood,CA,90715,11529 Carson St,Lakewood,CA,90715,,['http://www.rockitcoin.com/'],"[""+18887024826""]","[""8887024826""]",,,['https://www.facebook.com/101798345062852'],,{'names': {'primary': 'RockItCoin'}},{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.4,0.040000000000000036
810,08f44daac96d883203367a8327d19596,1125899911237249,U-Haul Neighborhood Dealer,U-Haul Neighborhood Dealer,{'primary': 'U-Haul Neighborhood Dealer'},{'primary': 'U-Haul Neighborhood Dealer'},"['truck_rentals', 'automotive']","['truck_rentals', 'automotive']","{'primary': 'truck_rentals', 'alternate': ['automotive']}","{'primary': 'truck_rentals', 'alternate': ['automotive']}","2881 N Cannon Blvd, Kannapolis, NC, 28083","2881 N Cannon Blvd Ste C, Kannapolis, NC, 28083","[{'freeform': '2881 N Cannon Blvd', 'locality': 'Kannapolis', 'postcode': '28083', 'region': 'NC', 'country': 'US'}]","[{'freeform': '2881 N Cannon Blvd Ste C', 'locality': 'Kannapolis', 'region': 'NC', 'country': 'US', 'postcode': '28083'}]",2881 N Cannon Blvd,Kannapolis,NC,28083,2881 N Cannon Blvd Ste C,Kannapolis,NC,28083,['https://www.uhaul.com/Locations/Truck-Rentals-near-Kannapolis-NC-28083/024552/?utm_source=Bing&utm_medium=primary&utm_campaign=listingmanagement&utm_content=024552'],['https://www.uhaul.com/Locations/Truck-Rentals-near-Kannapolis-NC-28083/037472/'],"[""7049354027""]","[""7049354027""]",,,,,,{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
811,08f44f057627447503bcfd4bff8c6559,1407374891033198,Greenhaw Joseph C MD,Greenhaw Joseph C MD,{'primary': 'Greenhaw Joseph C MD'},{'primary': 'Greenhaw Joseph C MD'},"['obstetrician_and_gynecologist', 'doctor', 'health_and_medical']","['obstetrician_and_gynecologist', 'doctor', 'health_and_medical']","{'primary': 'obstetrician_and_gynecologist', 'alternate': ['doctor', 'health_and_medical']}","{'primary': 'obstetrician_and_gynecologist', 'alternate': ['doctor', 'health_and_medical']}","14546 Old St Augustine Rd Ste 311, Jacksonville, FL, 32258","14546 Old St Augustine Rd Ste 311, Jacksonville, FL, 32258","[{'freeform': '14546 Old St Augustine Rd Ste 311', 'locality': 'Jacksonville', 'postcode': '32258', 'region': 'FL', 'country': 'US'}]","[{'freeform': '14546 Old St Augustine Rd Ste 311', 'locality': 'Jacksonville', 'region': 'FL', 'country': 'US', 'postcode': '32258'}]",14546 Old St Augustine Rd Ste 311,Jacksonville,FL,32258,14546 Old St Augustine Rd Ste 311,Jacksonville,FL,32258,['https://www.womenscareobgyn.com/'],['https://www.womenscareobgyn.com/'],"[""9042602255""]","[""9042602255""]",,,,,,{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
812,1125899909241385,844424932167570,minuteKEY,minuteKEY,{'primary': 'minuteKEY'},{'primary': 'minuteKEY'},['key_and_locksmith'],['key_and_locksmith'],{'primary': 'key_and_locksmith'},{'primary': 'key_and_locksmith'},"671 Vann Dr, Jackson, TN, 38305","671 Vann Dr, Jackson, TN, 38305","[{'freeform': '671 Vann Dr', 'locality': 'Jackson', 'region': 'TN', 'country': 'US', 'postcode': '38305'}]","[{'freeform': '671 Vann Dr', 'locality': 'Jackson', 'region': 'TN', 'country': 'US', 'postcode': '38305'}]",671 Vann Dr,Jackson,TN,38305,671 Vann Dr,Jackson,TN,38305,['https://www.minutekey.com/'],['https://www.minutekey.com/'],"[""8005397571""]","[""7316605424""]",,,,,{'names': {}},{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
813,08f2656314813ce903d48de7e6fa2327,844424932419736,West Side Supply and Rental,"West Side Supply and Rental, Inc.",{'primary': 'West Side Supply and Rental'},"{'primary': 'West Side Supply and Rental, Inc.'}","['roofing', 'building_supply_store', 'home_improvement_store']","['building_supply_store', 'truck_dealer', 'machine_and_tool_rentals', 'commercial_real_estate', 'automotive', 'retail']","{'primary': 'roofing', 'alternate': ['building_supply_store', 'home_improvement_store']}","{'primary': 'building_supply_store', 'alternate': ['truck_dealer', 'machine_and_tool_rentals', 'commercial_real_estate', 'automotive', 'retail']}","209 James Rollo Dr, Grain Valley, MO, 64029-8611","209 James Rollo Dr, Grain Valley, MO, 64029","[{'freeform': '209 James Rollo Dr', 'locality': 'Grain Valley', 'postcode': '64029-8611', 'region': 'MO', 'country': 'US'}]","[{'freeform': '209 James Rollo Dr', 'locality': 'Grain Valley', 'region': 'MO', 'country': 'US', 'postcode': '64029'}]",209 James Rollo Dr,Grain Valley,MO,64029-8611,209 James Rollo Dr,Grain Valley,MO,64029,['http://www.westsidesupplyinc.com/'],['http://www.westsidesupplyinc.com/'],"[""+18164433004""]","[""8164433004""]",,,['https://www.facebook.com/164458353663260'],,,{'names': {}},0.8,0.8,0.0,2.0,1.0,0.7500000000000001,0.2499999999999999,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.4,0.040000000000000036
814,08f48d8862a84b1e035651f31eaf5eca,562949964092824,Bitcoin Depot | Bitcoin ATM,Bitcoin Depot - Bitcoin ATM,{'primary': 'Bitcoin Depot | Bitcoin ATM'},{'primary': 'Bitcoin Depot - Bitcoin ATM'},['atms'],['atms'],{'primary': 'atms'},{'primary': 'atms'},"3808 Montgomery Blvd NE, Albuquerque, NM, 87109","3808 Montgomery Blvd NE, Albuquerque, NM, 87109","[{'freeform': '3808 Montgomery Blvd NE', 'locality': 'Albuquerque', 'postcode': '87109', 'region': 'NM', 'country': 'US'}]","[{'freeform': '3808 Montgomery Blvd NE', 'locality': 'Albuquerque', 'region': 'NM', 'country': 'US', 'postcode': '87109'}]",3808 Montgomery Blvd NE,Albuquerque,NM,87109,3808 Montgomery Blvd NE,Albuquerque,NM,87109,['https://bitcoindepot.com/'],['https://branches.bitcoindepot.com/nm/albuquerque/bitcoin-atm/9000752329?utm_source=Bing&utm_medium=local&utm_campaign=bing-local'],"[""6784359604""]","[""6784359604""]",,,,,,{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
815,08f44d86abca4440035e9ac8397351e1,844424935000054,Sam's Xpress Car Wash,Sam's Xpress Car Wash,"{'primary': ""Sam's Xpress Car Wash""}","{'primary': ""Sam's Xpress Car Wash""}","['car_wash', 'auto_detailing', 'automotive']","['car_wash', 'automotive']","{'primary': 'car_wash', 'alternate': ['auto_detailing', 'automotive']}","{'primary': 'car_wash', 'alternate': ['automotive']}","7169 Highway 73, Denver, NC, 28037","7169 N NC hwy 73, Lowesville, NC, 28037","[{'freeform': '7169 Highway 73', 'locality': 'Denver', 'postcode': '28037', 'region': 'NC', 'country': 'US'}]","[{'freeform': '7169 N NC hwy 73', 'locality': 'Lowesville', 'region': 'NC', 'country': 'US', 'postcode': '28037'}]",7169 Highway 73,Denver,NC,28037,7169 N NC hwy 73,Lowesville,NC,28037,['http://www.samsxpresscarwash.com/'],['https://samsxpresscarwash.com/locations/denver-nc/'],"[""+17045633981""]","[""7045633981""]",,,['https://www.facebook.com/755403947910138'],,"{'names': {'primary': ""Sam's Xpress Car Wash""}}",{'names': {}},0.8,0.8,0.0,2.0,1.0,0.9,0.09999999999999998,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.43,0.010000000000000064
816,08f2830812d74431032d8a1ab0e1093f,562949955188595,AT&T Store,AT&T,{'primary': 'AT&T Store'},{'primary': 'AT&T'},"['mobile_phone_accessories', 'mobile_phone_store', 'retail']","['mobile_phone_accessories', 'mobile_phone_store', 'retail']","{'primary': 'mobile_phone_accessories', 'alternate': ['mobile_phone_store', 'retail']}","{'primary': 'mobile_phone_accessories', 'alternate': ['mobile_phone_store', 'retail']}","3333 Lakeshore Ave, Oakland, CA, 94610","3333 Lakeshore Ave, Oakland, CA, 94610","[{'freeform': '3333 Lakeshore Ave', 'locality': 'Oakland', 'postcode': '94610', 'region': 'CA', 'country': 'US'}]","[{'freeform': '3333 Lakeshore Ave', 'locality': 'Oakland', 'region': 'CA', 'country': 'US', 'postcode': '94610'}]",3333 Lakeshore Ave,Oakland,CA,94610,3333 Lakeshore Ave,Oakland,CA,94610,['https://www.att.com/stores/california/oakland/2147'],[''],"[""5106258540""]","[""5106258540""]",,,,,,{'names': {}},0.6,0.8,-0.20000000000000007,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.39,0.45,-0.06
817,1125899911253992,1407374889189462,Rita's Italian Ice & Frozen Custard,Rita's Italian Ice & Frozen Custard,"{'primary': ""Rita's Italian Ice & Frozen Custard""}","{'primary': ""Rita's Italian Ice & Frozen Custard""}","['desserts', 'ice_cream_and_frozen_yoghurt', 'sandwich_shop', 'restaurant']","['desserts', 'ice_cream_and_frozen_yoghurt', 'sandwich_shop', 'restaurant']","{'primary': 'desserts', 'alternate': ['ice_cream_and_frozen_yoghurt', 'sandwich_shop', 'restaurant']}","{'primary': 'desserts', 'alternate': ['ice_cream_and_frozen_yoghurt', 'sandwich_shop', 'restaurant']}","499 Domino Ln, Philadelphia, PA, 19128","499 Domino Ln, Philadelphia, PA, 19128","[{'freeform': '499 Domino Ln', 'locality': 'Philadelphia', 'region': 'PA', 'country': 'US', 'postcode': '19128'}]","[{'freeform': '499 Domino Ln', 'locality': 'Philadelphia', 'region': 'PA', 'country': 'US', 'postcode': '19128'}]",499 Domino Ln,Philadelphia,PA,19128,499 Domino Ln,Philadelphia,PA,19128,['http://www.ritasice.com/location/ritas-of-domino-lane-phila-pa/'],['https://www.ritasice.com/location/ritas-of-domino-lane-phila-pa/'],"[""2154834000""]","[""2154834000""]",,,,,{'names': {}},{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
818,1125899912492481,562949958703468,Lavinsky Law,Lavinsky Law,{'primary': 'Lavinsky Law'},{'primary': 'Lavinsky Law'},"['divorce_and_family_law', 'general_litigation']","['divorce_and_family_law', 'general_litigation']","{'primary': 'divorce_and_family_law', 'alternate': ['general_litigation']}","{'primary': 'divorce_and_family_law', 'alternate': ['general_litigation']}","12121 Wilshire Blvd, Los Angeles, CA, 90025","12121 Wilshire Blvd Ste 501, Los Angeles, CA, 90025","[{'freeform': '12121 Wilshire Blvd', 'locality': 'Los Angeles', 'region': 'CA', 'country': 'US', 'postcode': '90025'}]","[{'freeform': '12121 Wilshire Blvd Ste 501', 'locality': 'Los Angeles', 'region': 'CA', 'country': 'US', 'postcode': '90025'}]",12121 Wilshire Blvd,Los Angeles,CA,90025,12121 Wilshire Blvd Ste 501,Los Angeles,CA,90025,['https://www.lavinskylaw.com/'],['https://www.lavinskylaw.com/'],"[""3109296411""]","[""3109296411""]",,,,,{'names': {}},{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
819,1407374890262891,1407374890489328,American Family Care The Grove,American Family Care The Grove,{'primary': 'American Family Care The Grove'},{'primary': 'American Family Care The Grove'},"['doctor', 'emergency_room', 'urgent_care_clinic', 'health_and_medical']","['doctor', 'emergency_room', 'urgent_care_clinic', 'health_and_medical']","{'primary': 'doctor', 'alternate': ['emergency_room', 'urgent_care_clinic', 'health_and_medical']}","{'primary': 'doctor', 'alternate': ['emergency_room', 'urgent_care_clinic', 'health_and_medical']}","5569 Grove Blvd Ste 121, Hoover, AL, 35226","5569 Grove Blvd Ste 121, Hoover, AL, 35226","[{'freeform': '5569 Grove Blvd Ste 121', 'locality': 'Hoover', 'region': 'AL', 'country': 'US', 'postcode': '35226'}]","[{'freeform': '5569 Grove Blvd Ste 121', 'locality': 'Hoover', 'region': 'AL', 'country': 'US', 'postcode': '35226'}]",5569 Grove Blvd Ste 121,Hoover,AL,35226,5569 Grove Blvd Ste 121,Hoover,AL,35226,['https://www.afcurgentcare.com/the-grove/?utm_source=GMB&utm_medium=organic&utm_campaign=hoover'],[''],"[""2056372600""]","[""2056372600""]",,,,,{'names': {}},{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
820,1125899907047384,1407374886796165,"Dr. Martin S. Kanovsky, MD, FACP",Dr. Martin Kanovsky MD FACC FACP,"{'primary': 'Dr. Martin S. Kanovsky, MD, FACP'}",{'primary': 'Dr. Martin Kanovsky MD FACC FACP'},"['cardiologist', 'internal_medicine', 'doctor', 'health_and_medical']","['cardiologist', 'internal_medicine', 'doctor', 'health_and_medical']","{'primary': 'cardiologist', 'alternate': ['internal_medicine', 'doctor', 'health_and_medical']}","{'primary': 'cardiologist', 'alternate': ['internal_medicine', 'doctor', 'health_and_medical']}","5530 Wisconsin Ave Ste 700, Chevy Chase, MD, 20815","5530 Wisconsin Ave Ste 700, Chevy Chase, MD, 20815","[{'freeform': '5530 Wisconsin Ave Ste 700', 'locality': 'Chevy Chase', 'region': 'MD', 'country': 'US', 'postcode': '20815'}]","[{'freeform': '5530 Wisconsin Ave Ste 700', 'locality': 'Chevy Chase', 'region': 'MD', 'country': 'US', 'postcode': '20815'}]",5530 Wisconsin Ave Ste 700,Chevy Chase,MD,20815,5530 Wisconsin Ave Ste 700,Chevy Chase,MD,20815,['http://www.mdvip.com/martinkanovskymd'],['https://www.mdvip.com/doctors/martinkanovskymd?utm_campaign=listing&st-t=rep_&utm_source=bing&utm_medium=organic'],"[""2403251129""]","[""2402351129""]",,,,,{'names': {}},{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
821,08f266d32dad0209037bbcd9f1ec9970,1407374890104766,Maple Street Biscuit Company,Maple Street Biscuit Company,{'primary': 'Maple Street Biscuit Company'},{'primary': 'Maple Street Biscuit Company'},"['american_restaurant', 'breakfast_and_brunch_restaurant', 'restaurant']","['breakfast_and_brunch_restaurant', 'restaurant']","{'primary': 'american_restaurant', 'alternate': ['breakfast_and_brunch_restaurant', 'restaurant']}","{'primary': 'breakfast_and_brunch_restaurant', 'alternate': ['restaurant']}","2270 Nicholasville Rd, Lexington, KY, 40503-2418","2270 Nicholasville Rd Ste 120, Lexington, KY, 40503","[{'freeform': '2270 Nicholasville Rd', 'locality': 'Lexington', 'postcode': '40503-2418', 'region': 'KY', 'country': 'US'}]","[{'freeform': '2270 Nicholasville Rd Ste 120', 'locality': 'Lexington', 'region': 'KY', 'country': 'US', 'postcode': '40503'}]",2270 Nicholasville Rd,Lexington,KY,40503-2418,2270 Nicholasville Rd Ste 120,Lexington,KY,40503,['https://maplestreetbiscuits.com/'],['https://maplestreetbiscuits.com/'],"[""+18595547550""]","[""8595547550""]",,,['https://www.facebook.com/110350708694650'],,{'names': {'primary': 'Maple Street Biscuit Company'}},{'names': {}},0.8,0.8,0.0,2.0,1.0,0.7500000000000001,0.2499999999999999,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.4,0.040000000000000036
822,1125899910673087,844424933221871,ShopRite of Byram,ShopRite of Byram,{'primary': 'ShopRite of Byram'},{'primary': 'ShopRite of Byram'},['retail'],['retail'],{'primary': 'retail'},{'primary': 'retail'},"90-80 Route 206, Stanhope, NJ, 07874","90-80 Route 206, N, Stanhope, NJ, 07874","[{'freeform': '90-80 Route 206', 'locality': 'Stanhope', 'region': 'NJ', 'country': 'US', 'postcode': '07874'}]","[{'freeform': '90-80 Route 206, N', 'locality': 'Stanhope', 'region': 'NJ', 'country': 'US', 'postcode': '07874'}]",90-80 Route 206,Stanhope,NJ,07874,"90-80 Route 206, N",Stanhope,NJ,07874,['https://www.shoprite.com/'],['https://www.shoprite.com/'],"[""9734489770""]","[""9734489770""]",,,,,{'names': {}},{'names': {}},0.8,0.8,0.0,2.0,1.0,0.9500000000000001,0.04999999999999993,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.44,5.551115123125783e-17
823,1407374888399907,562949962367571,"Fiesta Ford, Inc.","Fiesta Ford, Inc.","{'primary': 'Fiesta Ford, Inc.'}","{'primary': 'Fiesta Ford, Inc.'}","['used_car_dealer', 'automotive']","['used_car_dealer', 'automotive']","{'primary': 'used_car_dealer', 'alternate': ['automotive']}","{'primary': 'used_car_dealer', 'alternate': ['automotive']}","990 Varner Rd 78, Indio, CA, 92203","78990 Varner Rd, Indio, CA, 92203","[{'freeform': '990 Varner Rd 78', 'locality': 'Indio', 'region': 'CA', 'country': 'US', 'postcode': '92203'}]","[{'freeform': '78990 Varner Rd', 'locality': 'Indio', 'region': 'CA', 'country': 'US', 'postcode': '92203'}]",990 Varner Rd 78,Indio,CA,92203,78990 Varner Rd,Indio,CA,92203,['https://www.fiestafordinc.net/'],['https://www.fiestafordinc.com/?utm_source=onlinedirectory&utm_medium=organic&utm_campaign=listingsmanagement'],"[""7607728000""]","[""7607728000""]",,,,,{'names': {}},{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
824,08f2a1345c68e8b3038979f9ceb4b9d6,2251799818519016,Ricciardi Brothers,Ricciardi Brothers,{'primary': 'Ricciardi Brothers'},{'primary': 'Ricciardi Brothers'},"['home_improvement_store', 'hardware_store']","['paint_store', 'home_improvement_store', 'painting', 'retail']","{'primary': 'home_improvement_store', 'alternate': ['hardware_store']}","{'primary': 'paint_store', 'alternate': ['home_improvement_store', 'painting', 'retail']}","701 W Route 70, Marlton, NJ, 08053-1643","701 W Route 70, Marlton, NJ, 08053","[{'freeform': '701 W Route 70', 'locality': 'Marlton', 'postcode': '08053-1643', 'region': 'NJ', 'country': 'US'}]","[{'freeform': '701 W Route 70', 'locality': 'Marlton', 'region': 'NJ', 'country': 'US', 'postcode': '08053'}]",701 W Route 70,Marlton,NJ,08053-1643,701 W Route 70,Marlton,NJ,08053,['https://ricciardibrothers.com/'],['http://www.ricciardibrothers.com/location-nj'],"[""+18562672200""]","[""8562672200""]",,,['https://www.facebook.com/859332314205772'],,{'names': {'primary': 'Ricciardi Brothers'}},{'names': {}},0.8,0.8,0.0,2.0,1.0,0.7500000000000001,0.2499999999999999,1.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,1.0,1.0,0.44000000000000006,0.4,0.040000000000000036
825,1407374883799450,281474978757753,Smashburger,Smashburger,{'primary': 'Smashburger'},{'primary': 'Smashburger'},"['burger_restaurant', 'restaurant']","['burger_restaurant', 'restaurant']","{'primary': 'burger_restaurant', 'alternate': ['restaurant']}","{'primary': 'burger_restaurant', 'alternate': ['restaurant']}","3707 Bloomington St, Colorado Springs, CO, 80922","3707 Bloomington St Spc 1226, Colorado Springs, CO, 80922","[{'freeform': '3707 Bloomington St', 'locality': 'Colorado Springs', 'region': 'CO', 'country': 'US', 'postcode': '80922'}]","[{'freeform': '3707 Bloomington St Spc 1226', 'locality': 'Colorado Springs', 'region': 'CO', 'country': 'US', 'postcode': '80922'}]",3707 Bloomington St,Colorado Springs,CO,80922,3707 Bloomington St Spc 1226,Colorado Springs,CO,80922,['http://www.smashburger.com/?utm_source=bing&utm_medium=local&utm_content=1012&utm_campaign=localmaps'],['https://smashburger.com/locations/us/co/colorado-springs/3707-bloomington-street/'],"[""7195744126""]","[""7195744126""]",,,,,{'names': {}},{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
826,1125899909836843,1125899912351193,The Sunflower Florist,The Sunflower Florist,{'primary': 'The Sunflower Florist'},{'primary': 'The Sunflower Florist'},"['florist', 'floral_designer', 'retail']","['florist', 'floral_designer', 'retail']","{'primary': 'florist', 'alternate': ['floral_designer', 'retail']}","{'primary': 'florist', 'alternate': ['floral_designer', 'retail']}","1908 Colley Ave, Norfolk, VA, 23517","1908 Colley Ave, Norfolk, VA, 23517","[{'freeform': '1908 Colley Ave', 'locality': 'Norfolk', 'region': 'VA', 'country': 'US', 'postcode': '23517'}]","[{'freeform': '1908 Colley Ave', 'locality': 'Norfolk', 'region': 'VA', 'country': 'US', 'postcode': '23517'}]",1908 Colley Ave,Norfolk,VA,23517,1908 Colley Ave,Norfolk,VA,23517,['https://thesunflowerflorist.com/'],['https://www.thesunflowerflorist.com/'],"[""7576252041""]","[""7576252041""]",,,,,{'names': {}},{'names': {}},0.8,0.8,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.5,-0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.8,0.0,0.8,1.0,0.0,0.44000000000000006,0.45,-0.009999999999999953
