sample_idx,names,addresses,categories,websites,phones,emails,socials,brand
1623,{'primary': 'Burger´s Grill'},"[{'freeform': 'Calle Ignacio Zaragoza 115', 'locality': 'Autlán de Navarro', 'postcode': '48900', 'country': 'MX'}]","{'primary': 'burger_restaurant', 'alternate': ['bar_and_grill_restaurant', 'fast_food_restaurant']}",,"[""+523330284289""]",,['https://www.facebook.com/197293563711415'],"{'wikidata': '', 'names': {'primary': ""Burger's Grill"", 'common': {}, 'rules': []}}"
1624,"{'primary': 'Concord Feet', 'common': {}, 'rules': []}","[{'freeform': '54 Baker Ave Ste 103', 'locality': 'Concord', 'postcode': '01742', 'region': 'MA', 'country': 'US'}]","{'primary': 'podiatrist', 'alternate': ['doctor', 'medical_center', 'health_and_medical']}",['http://www.concordfeet.com/'],"[""9783695282""]",['s.weakland@verizon.net'],,"{'wikidata': '', 'names': {'primary': 'Concord Feet', 'common': {}, 'rules': []}}"
1625,{'primary': 'ATM (Post Office)'},"[{'freeform': '481 Cambridge Heath Rd', 'locality': 'London', 'region': 'Greater London', 'country': 'GB', 'postcode': 'E2 9BU'}]",{'primary': 'atms'},['https://www.postoffice.co.uk/atm-locator?y_source=1_NjI1MDAyNTItNDgzLWxvY2F0aW9uLndlYnNpdGU%3D'],"[""03457223344""]",,,"{'wikidata': '', 'names': {'primary': 'Atm', 'common': {}, 'rules': []}}"
1626,{'primary': 'パティスリーアノー 狛江店'},"[{'freeform': '和泉本町3-3-25', 'locality': '狛江市', 'region': '東京都', 'country': 'JP', 'postcode': '201-0003'}]","{'primary': 'shopping', 'alternate': ['bakery', 'restaurant']}",['https://anneau.jp'],"[""+81357618850""]",,['https://www.facebook.com/1238048966363680'],"{'wikidata': '', 'names': {'primary': 'パティスリー アノー 狛江店', 'common': {}, 'rules': []}}"
1627,{'primary': 'Chatauret Clôture'},"[{'freeform': ""203 a avenue de la Côté d'Argent"", 'locality': 'Biganos', 'region': 'Gironde', 'country': 'FR', 'postcode': '33380'}]","{'primary': 'fence_and_gate_sales_service', 'alternate': ['business_manufacturing_and_supply', 'windows_installation']}",['https://chatauret.com/'],"[""+33533063570""]",['contactbiganos@chatauret.com'],['https://www.facebook.com/100870329167069'],"{'wikidata': '', 'names': {'primary': 'Chatauret', 'common': {}, 'rules': []}}"
1628,{'primary': 'Liceo Scientifico Isacco Newton'},"[{'freeform': ""Via dell'Olmata, 4"", 'locality': 'Roma', 'postcode': '00184', 'region': '62', 'country': 'IT'}]","{'primary': 'high_school', 'alternate': ['school', 'private_school']}",['http://www.liceonewtonroma.it'],"[""+3906121125495""]",,['https://www.facebook.com/110348562362213'],"{'wikidata': '', 'names': {'primary': 'Liceo Scientifico Isacco Newton (succursale)', 'common': {}, 'rules': []}}"
1629,{'primary': 'Calico Jacks'},"[{'freeform': 'Obere Guldenstr. 13', 'locality': 'Endingen am Kaiserstuhl', 'region': 'Baden-Württemberg', 'country': 'DE', 'postcode': '79346'}]","{'primary': 'cafe', 'alternate': ['sports_bar', 'bar']}",,"[""+4976429213430""]",,['https://www.facebook.com/247621945658052'],"{'wikidata': '', 'names': {'primary': ""Calico Jack's Bistro"", 'common': {}, 'rules': []}}"
1630,{'primary': 'Tous en Scène La Bouquerie Condom'},"[{'freeform': '35 Rue de la République', 'locality': 'Condom', 'postcode': '32100', 'country': 'FR'}]","{'primary': 'theatre', 'alternate': ['music_venue']}",['http://www.tousenscene32.com/'],"[""+33635348693""]",['tousenscene32@gmail.com'],['https://www.facebook.com/696982780425153'],"{'wikidata': '', 'names': {'primary': 'Tous en Scène Condom', 'common': {}, 'rules': []}}"
1631,{'primary': 'Acqua e Sapone'},"[{'freeform': 'Via Giovanni XXIII, 451', 'locality': 'Pitigliano', 'postcode': '58017', 'region': '52', 'country': 'IT'}]","{'primary': 'beauty_and_spa', 'alternate': ['spas', 'department_store']}",['http://www.acquaesapone.it/'],"[""+390564615275""]",,['https://www.facebook.com/172984329980334'],"{'wikidata': '', 'names': {'primary': 'Acqua & Sapone', 'common': {}, 'rules': []}}"
1632,"{'primary': ""Jilly's Car Wash - Brookfield""}","[{'freeform': '14100 W Capitol Dr', 'locality': 'Brookfield', 'postcode': '53005', 'region': 'WI', 'country': 'US'}]","{'primary': 'auto_detailing', 'alternate': ['car_wash', 'automotive']}",['https://jillyscarwash.com/locations/brookfield/'],"[""2627811021""]",,,"{'wikidata': '', 'names': {'primary': 'Jilly’s Car Wash - Brookfield', 'common': {}, 'rules': []}}"
1633,{'primary': 'Northland Adult Learning Centre'},"[{'freeform': '440 Northland Rd', 'locality': 'Sault Ste Marie', 'postcode': 'P6C 3N6', 'region': 'ON', 'country': 'CA'}]","{'primary': 'school', 'alternate': ['specialty_school', 'public_service_and_government']}",['https://adsbadulted.com/locations/northland/'],"[""+17059457109""]",,['https://www.facebook.com/195462787291340'],"{'wikidata': '', 'names': {'primary': 'Northland Adult Learning Centre', 'common': {}, 'rules': []}}"
1634,{'primary': 'Boisseau Coat Véronique'},"[{'freeform': '215 Impasse de la Piste Cyclable', 'locality': 'Saint-Jorioz', 'postcode': '74410', 'country': 'FR'}]","{'primary': 'psychotherapist', 'alternate': ['health_and_medical', 'professional_services']}",['http://boisseaucoatv.site-solocal.com/'],"[""+33607629964""]",,['https://www.facebook.com/105205404317731'],"{'wikidata': '', 'names': {'primary': 'Boisseau Coat Véronique', 'common': {}, 'rules': []}}"
1635,"{'primary': '百十 なんばこめじるし店', 'common': {}, 'rules': []}","[{'freeform': '浪速区難波中2-10-25', 'locality': '大阪市', 'region': '大阪府', 'country': 'JP', 'postcode': '556-0011'}]","{'primary': 'restaurant', 'alternate': ['eat_and_drink', 'barbecue_restaurant']}",['http://r.gnavi.co.jp/k195095/'],"[""+81666442937""]",,['https://www.facebook.com/249835101890036'],"{'wikidata': '', 'names': {'primary': '百十 なんばこめじるし店', 'common': {}, 'rules': []}}"
1636,{'primary': 'Farmácias Nissei'},"[{'freeform': 'Rua José Nogueira Marmontel, 1000', 'locality': 'Assis', 'postcode': '19814-361', 'region': 'SP', 'country': 'BR'}]",{'primary': 'pharmacy'},['https://www.farmaciasnissei.com.br'],"[""+5518991901420""]",,['https://www.facebook.com/253580837845240'],"{'wikidata': '', 'names': {'primary': 'Farmácias Nissei', 'common': {}, 'rules': []}}"
1637,{'primary': 'Abbigliamento Profumeria Maria Rosa'},"[{'freeform': 'Piazza Pecori Giraldi, 1', 'locality': 'Valli del Pasubio', 'postcode': '36030', 'region': '34', 'country': 'IT'}]","{'primary': 'clothing_store', 'alternate': [""women's_clothing_store"", 'shopping']}",,"[""+390445590090""]",,['https://www.facebook.com/1669272173325678'],"{'wikidata': '', 'names': {'primary': 'Abbigliamento Profumeria Maria Rosa', 'common': {}, 'rules': []}}"
1638,{'primary': 'Peter Krause und Vainceur Alfred'},"[{'freeform': 'Nordlichtstr. 28/30', 'locality': 'Berlin', 'region': 'Berlin', 'country': 'DE', 'postcode': '13405'}]","{'primary': 'carpenter', 'alternate': ['professional_services', 'construction_services']}",['http://www.tischlerei-kuv.de'],"[""+49304040946""]",['kuv@tischlerei-kuv.de'],['https://www.facebook.com/106270682782289'],"{'wikidata': '', 'names': {'primary': 'Peter Krause und Alfred Vainceur', 'common': {}, 'rules': []}}"
1639,{'primary': 'Ponto Xis Lanches'},"[{'freeform': 'São João Batista', 'locality': 'Campos Novos', 'postcode': '89620000', 'region': 'SC', 'country': 'BR'}]","{'primary': 'restaurant', 'alternate': ['fast_food_restaurant', 'cafe']}",['https://api.whatsapp.com/send?phone=554935410493&text=Ol%25C3%25A1%2C%2520gostaria%2520de%2520fazer%2520um%2520pedido'],"[""+554935410493""]",,['https://www.facebook.com/1652486841631889'],"{'wikidata': '', 'names': {'primary': 'Ponto Xis', 'common': {}, 'rules': []}}"
1640,{'primary': 'büro eins'},"[{'freeform': 'Neustädter Str. 52', 'locality': 'Weiden in der Oberpfalz', 'postcode': '92637', 'region': 'Bayern', 'country': 'DE'}]","{'primary': 'office_equipment', 'alternate': ['b2b_furniture_and_housewares', 'business_to_business', 'retail']}",['http://www.bud-weiden.de/'],"[""096139099""]",['info@bud-weiden.de'],,"{'wikidata': '', 'names': {'primary': 'büro eins', 'common': {}, 'rules': []}}"
1641,{'primary': 'ecoATM'},"[{'freeform': '2100 88th St', 'locality': 'North Bergen', 'postcode': '07047', 'region': 'NJ', 'country': 'US'}]","{'primary': 'vending_machine_supplier', 'alternate': ['business_equipment_and_supply', 'business_to_business']}",['https://locations.ecoatm.com/nj/northbergen/sell-my-phone-northbergen-nj-4799.html'],"[""8582554111""]",['max@ecoatm.com'],,"{'wikidata': '', 'names': {'primary': 'Ecoatm', 'common': {}, 'rules': []}}"
1642,{'primary': 'Lava Rapido e Renovadora Auto Brilho'},"[{'freeform': 'Rua Costa Barros, 1893', 'locality': 'São Paulo', 'postcode': '03210-001', 'region': 'SP', 'country': 'BR'}]","{'primary': 'auto_detailing', 'alternate': ['automobile_leasing', 'automotive_parts_and_accessories']}",,"[""+551129124233""]",,['https://www.facebook.com/260285304434631'],"{'wikidata': '', 'names': {'primary': 'Lava Rápido E Renovadora Auto Brilho', 'common': {}, 'rules': []}}"
1643,{'primary': 'やぐら寿し 本店'},"[{'freeform': '大正区平尾4丁目21-2', 'locality': '大阪市', 'region': '大阪府', 'country': 'JP', 'postcode': '551-0012'}]","{'primary': 'sushi_restaurant', 'alternate': ['diner']}",,"[""+81665554147""]",,['https://www.facebook.com/1893621710944223'],"{'wikidata': '', 'names': {'primary': 'やぐら寿し 本店', 'common': {}, 'rules': []}}"
1644,"{'primary': 'Family Tree Cafe', 'common': {}, 'rules': []}","[{'freeform': '912 S Main St', 'locality': 'Nicholasville', 'region': 'KY', 'country': 'US', 'postcode': '40356'}]","{'primary': 'restaurant', 'alternate': ['caterer', 'cafe']}",,"[""+18592411960""]",,['https://www.facebook.com/707255082958614'],"{'wikidata': '', 'names': {'primary': 'Family Tree Cafe', 'common': {}, 'rules': []}}"
1645,{'primary': 'Days Inn & Suites Santa Rosa'},"[{'freeform': '2255 Historic Route 66', 'locality': 'Santa Rosa', 'postcode': '88435', 'region': 'NM', 'country': 'US'}]","{'primary': 'hotel', 'alternate': ['travel', 'travel_company']}",['https://www.wyndhamhotels.com/days-inn/santa-rosa-new-mexico/days-inn-and-suites-santa-rosa-santa-rosa-nm/overview?CID=LC%3ADI%3A%3AFACEBOOK%3ARIO%3ARegional%3A48509'],"[""+5753032822""]",,['https://www.facebook.com/521812184638605'],"{'wikidata': '', 'names': {'primary': 'Days Inn & Suites Santa Rosa', 'common': {}, 'rules': []}}"
1646,{'primary': 'Vape Haus Queretaro'},"[{'freeform': 'Salvador Galván 20', 'locality': 'Santiago de Querétaro', 'region': 'Querétaro', 'country': 'MX', 'postcode': '76154'}]","{'primary': 'e_cigarette_store', 'alternate': ['health_and_medical', 'medical_service_organizations']}",['http://www.vapehausmx.com/'],"[""+524425612935""]",,['https://www.facebook.com/282227038898813'],"{'wikidata': '', 'names': {'primary': 'Vape Haus', 'common': {}, 'rules': []}}"
1647,{'primary': 'Centro Comunitario Taiaçu'},"[{'freeform': 'Avenida Bernardo da Fonseca, 390', 'locality': 'Taiaçu', 'postcode': '14725-000', 'region': 'SP', 'country': 'BR'}]","{'primary': 'community_center', 'alternate': ['topic_concert_venue', 'charity_organization']}",,[null],,['https://www.facebook.com/230824447095894'],"{'wikidata': '', 'names': {'primary': 'Centro Comunitário', 'common': {}, 'rules': []}}"
1648,{'primary': 'BIPA'},"[{'freeform': 'Auhofstraße 99', 'locality': 'Wien', 'postcode': '1130', 'region': 'Vienna', 'country': 'AT'}]",{'primary': 'retail'},['https://www.bipa.at/'],"[""05991301354""]",['shop@bipa.at'],,"{'wikidata': '', 'names': {'primary': 'BIPA', 'common': {}, 'rules': []}}"
1649,{'primary': 'Fitness สถาบันโรคทรวงอก'},[{'country': 'TH'}],{'primary': 'gym'},,[null],,['https://www.facebook.com/382894395149351'],"{'wikidata': '', 'names': {'primary': 'Fitness สถาบันโรคทรวงอก', 'common': {}, 'rules': []}}"
1650,{'primary': 'George McFaden'},"[{'freeform': '117 Greenwich St', 'locality': 'San Francisco', 'region': 'CA', 'country': 'US', 'postcode': '94111'}]","{'primary': 'mortgage_broker', 'alternate': ['financial_service', 'installment_loans']}",['https://www.GRARate.com/GeorgeMcFaden'],"[""+16505044361""]",['george.mcfaden@grarate.com'],['https://www.facebook.com/368215003328179'],"{'wikidata': '', 'names': {'primary': 'George McFaden at Guaranteed Rate Affinity - NMLS #344084', 'common': {}, 'rules': []}}"
1651,{'primary': 'Thomas Sporer'},"[{'freeform': '616 Main St Ste 301', 'locality': 'Honesdale', 'region': 'PA', 'country': 'US', 'postcode': '18431'}]","{'primary': 'professional_services', 'alternate': ['financial_service']}",['https://www.ameripriseadvisors.com/thomas.sporer/'],"[""+15702517907""]",['thomas.sporer@ampf.com'],['https://www.facebook.com/1618496915081757'],"{'wikidata': '', 'names': {'primary': 'Thomas Sporer - Ameriprise Financial Services, LLC', 'common': {}, 'rules': []}}"
1652,{'primary': 'Auto Técnica Medellín'},"[{'freeform': 'Avenida Fray Diego de la Magdalena 1721', 'locality': 'San Luis Potosí', 'postcode': '78140', 'region': 'SLP', 'country': 'MX'}]","{'primary': 'automotive_repair', 'alternate': ['automotive_parts_and_accessories', 'automotive']}",,"[""+524448176100""]",,['https://www.facebook.com/291741377655880'],"{'wikidata': '', 'names': {'primary': 'Automecanica Medellin', 'common': {}, 'rules': []}}"
1653,{'primary': 'ร้านเม็ดหนุน'},[{'country': 'TH'}],{'primary': 'delicatessen'},,[null],,['https://www.facebook.com/308925029938951'],"{'wikidata': '', 'names': {'primary': 'ร้านเม็ดหนุน', 'common': {}, 'rules': []}}"
1654,{'primary': 'Web in Puglia'},"[{'freeform': 'Via Benedetto Cairoli, 45', 'locality': 'Putignano', 'postcode': '70017', 'region': '75', 'country': 'IT'}]","{'primary': 'marketing_agency', 'alternate': ['social_media_agency', 'web_designer']}",['https://webinpuglia.it/'],"[""+393389074889""]",,['https://www.facebook.com/110049727360001'],"{'wikidata': '', 'names': {'primary': 'Webinpuglia', 'common': {}, 'rules': []}}"
1655,{'primary': 'H. Hesse Kaltprofile und Bearbeitung GmbH und Co.'},"[{'freeform': 'Binnerheide 16', 'locality': 'Schwerte', 'region': 'Nordrhein-Westfalen', 'country': 'DE', 'postcode': '58239'}]","{'primary': 'metal_fabricator', 'alternate': ['medical_service_organizations', 'commercial_industrial']}",['http://www.hessekaltprofile.de'],"[""+4923044987""]",['hessekaltprofile@t-online.de'],['https://www.facebook.com/477186765676208'],"{'wikidata': '', 'names': {'primary': 'H. Hesse Kaltprofile + Bearbeitung GmbH & Co', 'common': {}, 'rules': []}}"
1656,{'primary': 'Prince Puebla'},"[{'freeform': 'Avenida Juárez 2116', 'locality': 'Puebla', 'postcode': '72090', 'country': 'MX'}]","{'primary': 'bar', 'alternate': ['dance_club', 'arts_and_entertainment']}",['http://www.elsalvador.travel/restaurante-vittorio'],"[""+522222427500""]",,['https://www.facebook.com/160636687339455'],"{'wikidata': '', 'names': {'primary': 'Prince', 'common': {}, 'rules': []}}"
1657,{'primary': 'ecoATM'},"[{'freeform': '7451 Mccart Ave', 'locality': 'Fort Worth', 'postcode': '76133', 'region': 'TX', 'country': 'US'}]","{'primary': 'vending_machine_supplier', 'alternate': ['business_equipment_and_supply', 'business_to_business']}",['https://locations.ecoatm.com/tx/ft-worth/sell-my-phone-ft-worth-tx-4083.html'],"[""8582554111""]",['max@ecoatm.com'],,"{'wikidata': '', 'names': {'primary': 'Ecoatm', 'common': {}, 'rules': []}}"
1658,{'primary': 'DaVita Cornerstone At Home'},"[{'freeform': '23857 Greenfield Rd', 'locality': 'Southfield', 'postcode': '48075', 'region': 'MI', 'country': 'US'}]","{'primary': 'dialysis_clinic', 'alternate': ['health_and_medical']}",['https://www.davita.com/locations/mi/southfield/23857-greenfield-rd--6004'],"[""8334042672""]",,,"{'wikidata': '', 'names': {'primary': 'Davita Cornerstone Dialysis', 'common': {}, 'rules': []}}"
1659,{'primary': 'YES Bank ATM'},"[{'freeform': 'B24/130/1, Samrala Road, Dharampura', 'locality': 'Ludhiana', 'postcode': '141008', 'region': 'Punjab', 'country': 'IN'}]",{'primary': 'atms'},['https://community.yesbank.in/yes-bank-atm-atm-dharampura-ludhiana-44280/Home?utm_source=locator&utm_medium=bing'],"[""""]",,,"{'wikidata': '', 'names': {'primary': 'YES Bank ATM', 'common': {}, 'rules': []}}"
1660,{'primary': 'ITP - Income Tax Professionals'},"[{'freeform': '86 Cavenagh St', 'locality': 'Darwin', 'postcode': '0800', 'region': 'NT', 'country': 'AU'}]","{'primary': 'financial_service', 'alternate': ['trusts', 'legal_services']}",['https://itp.com.au/accountant/darwin/'],"[""+61889456402""]",['itpdarwin@bigpond.com'],['https://www.facebook.com/274770950002378'],"{'wikidata': '', 'names': {'primary': 'ITP Income Tax Professionals', 'common': {}, 'rules': []}}"
1661,{'primary': 'Kaiser Permanente'},"[{'freeform': '2800 Shadelands Dr', 'locality': 'Walnut Creek', 'region': 'CA', 'country': 'US', 'postcode': '94598'}]","{'primary': 'health_and_medical', 'alternate': ['event_planning', 'hospital']}",['https://www.kaiserpermanente.org'],"[""+19259062000""]",,['https://www.facebook.com/151159171587041'],"{'wikidata': '', 'names': {'primary': 'Kaiser Permanente DME', 'common': {}, 'rules': []}}"
1662,{'primary': 'Debeka'},"[{'freeform': 'Weberstr. 4', 'locality': 'Kelkheim (Taunus)', 'postcode': '65779', 'region': 'Hesse', 'country': 'DE'}]",{'primary': 'bank_credit_union'},['https://www.debeka.de/'],"[""0619573433""]",,,"{'wikidata': '', 'names': {'primary': 'Debeka Servicebüro Kelkheim', 'common': {}, 'rules': []}}"
1663,{'primary': 'Starbucks'},"[{'freeform': '40 N Clinton St', 'locality': 'Chicago', 'postcode': '60661', 'region': 'IL', 'country': 'US'}]","{'primary': 'coffee_shop', 'alternate': ['eat_and_drink', 'business']}",['https://www.starbucks.com/store-locator/store/13726/'],"[""+13124630331""]",,['https://www.facebook.com/137530679623368'],"{'wikidata': '', 'names': {'primary': 'Starbucks', 'common': {}, 'rules': []}}"
1664,{'primary': 'TerasCorner'},"[{'freeform': '@BTM', 'locality': 'Bogor', 'postcode': '16122', 'country': 'ID'}]","{'primary': 'cafe', 'alternate': ['indonesian_restaurant', 'fast_food_restaurant']}",,"[""+62251123456""]",,['https://www.facebook.com/758049914244880'],"{'wikidata': '', 'names': {'primary': 'Teras Corner', 'common': {}, 'rules': []}}"
1665,{'primary': 'OME – Objektmanagement Erlacher GmbH'},"[{'freeform': 'Bühelstraße 3/Top 18', 'locality': 'Zirl', 'region': 'Tirol', 'country': 'AT', 'postcode': '6170'}]","{'primary': 'building_contractor', 'alternate': ['property_management']}",['https://www.omerlacher.at/'],"[""06644036635""]",['info@omerlacher.at'],,"{'wikidata': '', 'names': {'primary': 'OME Objektmanagement Erlacher GmbH', 'common': {}, 'rules': []}}"
1666,{'primary': 'Coin Cloud Bitcoin ATM'},"[{'freeform': '449 W Manchester Ave', 'locality': 'Playa Del Rey', 'region': 'CA', 'country': 'US', 'postcode': '90293'}]","{'primary': 'atms', 'alternate': ['financial_service', 'currency_exchange']}",['https://www.coin.cloud/dcms?location=mobil-35#map'],"[""+14243995282""]",,['https://www.facebook.com/106474011945331'],"{'wikidata': '', 'names': {'primary': 'Coin Cloud Bitcoin ATM', 'common': {}, 'rules': []}}"
1667,{'primary': 'ATM Mandiri Tidar'},"[{'freeform': 'Jalan Undaan Kulon 41', 'locality': 'Surabaya', 'postcode': '60274', 'country': 'ID'}]","{'primary': 'bank_credit_union', 'alternate': ['atms', 'financial_service']}",,[null],,['https://www.facebook.com/105814810852904'],"{'wikidata': '', 'names': {'primary': 'ATM Mandiri Tidar', 'common': {}, 'rules': []}}"
1668,{'primary': 'Clarkston High School Natatorium'},"[{'freeform': '6093 Fleming Lake Rd', 'locality': 'Village of Clarkston', 'region': 'MI', 'country': 'US', 'postcode': '48346'}]",{'primary': 'swimming_pool'},['http://ww2.clarkston.k12.mi.us/education/school/school.php?sectiondetailid=48&sc_id=1191594900'],"[""(248) 623-3600""]",['chs1991reunions@yahoo.com'],['https://www.facebook.com/198840453989327'],"{'wikidata': '', 'names': {'primary': 'Clarkston High School', 'common': {}, 'rules': []}}"
1669,{'primary': 'Safety-Kleen Systems'},"[{'freeform': '4582 Donovan Way', 'locality': 'North Las Vegas', 'postcode': '89081', 'region': 'NV', 'country': 'US'}]",{'primary': 'environmental_testing'},['https://safety-kleen.com/'],"[""7026572300""]",['gotthold.paul@epa.gov'],,"{'wikidata': '', 'names': {'primary': 'Safety Kleen', 'common': {}, 'rules': []}}"
1670,"{'primary': 'Di Vicino Forni Srls', 'common': {}, 'rules': []}","[{'freeform': 'Via Dino Campana, 212', 'locality': 'Quarto', 'postcode': '80010', 'region': '72', 'country': 'IT'}]","{'primary': 'restaurant_equipment_and_supply', 'alternate': ['pizza_restaurant', 'shopping']}",['http://www.divicinoforni.com/'],"[""+393509723461""]",,['https://www.facebook.com/897399683609025'],"{'wikidata': '', 'names': {'primary': 'Di Vicino Forni Srls', 'common': {}, 'rules': []}}"
1671,"{'primary': 'Semax Segurança Máxima', 'common': {}, 'rules': []}","[{'freeform': 'Rua Espírito Santo, 505', 'locality': 'Belo Horizonte', 'postcode': '30160-031', 'region': 'MG', 'country': 'BR'}]","{'primary': 'information_technology_company', 'alternate': ['business_manufacturing_and_supply', 'commercial_industrial']}",['http://www.semax.com.br/'],"[""+5531992575420""]",,['https://www.facebook.com/964174873649940'],"{'wikidata': '', 'names': {'primary': 'Semax Segurança Máxima', 'common': {}, 'rules': []}}"
1672,{'primary': 'Taco Bell'},"[{'freeform': '80 Feet Peripheral Rd, Ejipura', 'locality': 'Bengaluru', 'region': 'Karnataka', 'country': 'IN', 'postcode': '560034'}]","{'primary': 'mexican_restaurant', 'alternate': ['fast_food_restaurant', 'restaurant']}",['http://www.tacobell.com'],"[""+918448797299""]",,['https://www.facebook.com/149833125685675'],"{'wikidata': '', 'names': {'primary': 'Taco Bell', 'common': {}, 'rules': []}}"
1673,{'primary': 'Gare de Creil'},"[{'freeform': 'Place Charles de Gaulle', 'locality': 'Creil', 'region': 'Picardie', 'country': 'FR', 'postcode': '60100'}]","{'primary': 'train_station', 'alternate': ['transportation']}",['https://cuisiniste.darty.com/32-darty-cuisine-creil'],"[""+33892353535""]",,['https://www.facebook.com/153234148042665'],"{'wikidata': '', 'names': {'primary': 'Gare SNCF de Creil', 'common': {}, 'rules': []}}"
1674,{'primary': 'ecoATM'},"[{'freeform': '798 W Service Rd', 'locality': 'West Memphis', 'postcode': '72301', 'region': 'AR', 'country': 'US'}]","{'primary': 'vending_machine_supplier', 'alternate': ['business_equipment_and_supply', 'business_to_business']}",['https://locations.ecoatm.com/ar/westmemphis/sell-my-phone-westmemphis-ar-251.html'],"[""8582554111""]",['max@ecoatm.com'],,"{'wikidata': '', 'names': {'primary': 'Ecoatm', 'common': {}, 'rules': []}}"
1675,{'primary': 'ฅ.กาแฟ ซดสด'},"[{'freeform': 'ริมคลองชลประทาน', 'locality': 'Lop Buri', 'postcode': '15000', 'country': 'TH'}]","{'primary': 'coffee_shop', 'alternate': ['cafe', 'restaurant']}",,"[""+66841409050""]",,['https://www.facebook.com/501272753236334'],"{'wikidata': '', 'names': {'primary': 'ฅ.กาแฟ ซด สด 2555', 'common': {}, 'rules': []}}"
1676,{'primary': 'English Rows Dental Group'},"[{'freeform': '3027 English Row Ave', 'locality': 'Naperville', 'region': 'IL', 'country': 'US', 'postcode': '60564'}]","{'primary': 'dentist', 'alternate': ['optometrist', 'eyewear_and_optician']}",['http://www.englishrowsdental.com/'],"[""+16309041106""]",,['https://www.facebook.com/293858925139'],"{'wikidata': '', 'names': {'primary': 'English Rows Dental', 'common': {}, 'rules': []}}"
1677,{'primary': 'Signal Iduna'},"[{'freeform': 'Augustastraße 5B', 'locality': 'Siegburg', 'postcode': '53721', 'country': 'DE'}]","{'primary': 'insurance_agency', 'alternate': ['professional_services']}",['http://www.signal-iduna-agentur.de/stefan.kunkel'],"[""+4915114919970""]",,['https://www.facebook.com/103731478128632'],"{'wikidata': '', 'names': {'primary': 'SIGNAL IDUNA Geschäftsstelle Siegburg', 'common': {}, 'rules': []}}"
1678,{'primary': '7-Eleven'},"[{'freeform': 'Montevideo 424', 'locality': 'Gustavo A Madero', 'postcode': '07300', 'region': 'CMX', 'country': 'MX'}]","{'primary': 'convenience_store', 'alternate': ['shopping', 'grocery_store']}",['http://www.7-eleven.com.mx/'],"[""+528181580711""]",,['https://www.facebook.com/257930174934462'],"{'wikidata': '', 'names': {'primary': '7- Eleven', 'common': {}, 'rules': []}}"
1679,{'primary': 'Istituto Figlie di San Francesco'},"[{'freeform': 'Via Andrea Pisano, 56', 'locality': 'Pisa', 'postcode': '56122', 'region': '52', 'country': 'IT'}]","{'primary': 'preschool', 'alternate': ['day_care_preschool', 'church_cathedral']}",['https://www.istitutofigliedisanfrancesco.org/scuola-infanzia-pisa/'],"[""+39050562059""]",,['https://www.facebook.com/103473618750117'],"{'wikidata': '', 'names': {'primary': 'Istituto Figlie di S. Francesco', 'common': {}, 'rules': []}}"
1680,{'primary': 'YohnCo.'},"[{'freeform': '309 S 20th St', 'locality': 'Clear Lake', 'postcode': '50428-2279', 'region': 'IA', 'country': 'US'}]","{'primary': 'construction_services', 'alternate': ['contractor', 'home_improvement_store']}",['http://www.yohnco.com/'],"[""+16413576090""]",,['https://www.facebook.com/123522431009732'],"{'wikidata': '', 'names': {'primary': 'Yohn Co.', 'common': {}, 'rules': []}}"
1681,{'primary': 'Sklep rybny SIEJA'},"[{'freeform': 'ul. 22 Lipca 2', 'locality': 'Sejny', 'region': 'Podlaskie', 'country': 'PL', 'postcode': '16-500'}]","{'primary': 'shopping', 'alternate': ['grocery_store', 'supermarket']}",,"[""+48661066359""]",['dorota.bykowska@wp.pl'],['https://www.facebook.com/1519529791681118'],"{'wikidata': '', 'names': {'primary': 'Sklep Rybny Sieja', 'common': {}, 'rules': []}}"
1682,"{'primary': 'Araken', 'common': {}, 'rules': []}","[{'freeform': 'Avenida Dourados, 356', 'locality': 'Naviraí', 'postcode': '79950-000', 'region': 'MS', 'country': 'BR'}]","{'primary': 'pizza_restaurant', 'alternate': ['brazilian_restaurant', 'diner']}",['https://bit.ly/2QxxRnT'],"[""+5567996188381""]",,['https://www.facebook.com/798301063678071'],"{'wikidata': '', 'names': {'primary': 'Araken', 'common': {}, 'rules': []}}"
1683,{'primary': 'Collège Maurice Chastang'},"[{'freeform': '10 Rue de la Terrière', 'locality': 'Saint-Genis-de-Saintonge', 'postcode': '17240', 'country': 'FR'}]","{'primary': 'middle_school', 'alternate': ['elementary_school', 'high_school']}",['http://www.collegechastang.fr/'],"[""+33546498336""]",,['https://www.facebook.com/109045034058205'],"{'wikidata': '', 'names': {'primary': 'Collège Maurice Chastang', 'common': {}, 'rules': []}}"
1684,{'primary': 'นารานวดแผนไทย'},"[{'freeform': 'บ้านคลองศาลา', 'locality': 'เพชรบูรณ์', 'country': 'TH'}]","{'primary': 'spas', 'alternate': ['beauty_salon', 'physical_therapy']}",,[null],,['https://www.facebook.com/1477248642564820'],"{'wikidata': '', 'names': {'primary': 'นารานวดแผนไทย (Massage)', 'common': {}, 'rules': []}}"
